image_id,filename,monument_category,question_id,question,answer,question_type,confidence,source
khajuraho_temples_003,khajuraho_temples_003_1986b593.jpg,Khajuraho Temples,khajuraho_temples_003_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_003,khajuraho_temples_003_1986b593.jpg,Khajuraho Temples,khajuraho_temples_003_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q2,Which city is this monument in?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q4,What architectural style does this represent?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q5,Who was the patron of this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q6,What is the time period of this monument?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_004,khajuraho_temples_004_9bb546a5.jpg,Khajuraho Temples,khajuraho_temples_004_q8,What is the religious context of this monument?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q2,What is the location of this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q5,Who commissioned this structure?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q6,When was this monument constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_005,khajuraho_temples_005_e50fa5f1.jpg,Khajuraho Temples,khajuraho_temples_005_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q1,What is the name of this structure?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q4,What is the style of this structure?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q5,Who was the patron of this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q7,What material was used to build this?,Sandstone,material,1.0,automated_generation
khajuraho_temples_006,khajuraho_temples_006_68653388.jpg,Khajuraho Temples,khajuraho_temples_006_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q1,Name this monument.,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q4,What type of architecture is this?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q5,Who was the patron of this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q7,What is the primary building material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_007,khajuraho_temples_007_6b7f63ec.jpg,Khajuraho Temples,khajuraho_temples_007_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q1,What is this monument?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q2,What is the location of this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q4,What architectural style does this represent?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q5,Who commissioned this structure?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q7,What material was used to build this?,Sandstone,material,1.0,automated_generation
khajuraho_temples_008,khajuraho_temples_008_6dc0154b.jpg,Khajuraho Temples,khajuraho_temples_008_q8,What is the religious context of this monument?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q1,What is this monument?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q2,What is the location of this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q4,What is the style of this structure?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q5,Who built this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q6,What is the time period of this monument?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q7,What material was used to build this?,Sandstone,material,1.0,automated_generation
khajuraho_temples_009,khajuraho_temples_009_a69f73ea.jpg,Khajuraho Temples,khajuraho_temples_009_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q1,What is this monument?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q2,Which city is this monument in?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q4,What type of architecture is this?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q5,Who commissioned this structure?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q6,When was this monument constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_010,khajuraho_temples_010_24967bba.jpg,Khajuraho Temples,khajuraho_temples_010_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q1,Name this monument.,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q2,Which city is this monument in?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q6,In which century was this constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_011,khajuraho_temples_011_1b13a9ed.jpg,Khajuraho Temples,khajuraho_temples_011_q8,What is the religious context of this monument?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q2,Which city is this monument in?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_012,khajuraho_temples_012_277ca508.jpg,Khajuraho Temples,khajuraho_temples_012_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q1,Name this monument.,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q5,Who commissioned this structure?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q6,In which century was this constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_013,khajuraho_temples_013_2e6eec0c.jpg,Khajuraho Temples,khajuraho_temples_013_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q1,What monument is shown in the image?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q2,Where is this monument located?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q4,What type of architecture is this?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q5,Who was the patron of this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q6,When was this monument constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_014,khajuraho_temples_014_04e8a2ea.jpg,Khajuraho Temples,khajuraho_temples_014_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q1,What monument is shown in the image?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q4,What architectural style does this represent?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q5,Who built this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_015,khajuraho_temples_015_91e5d94d.jpg,Khajuraho Temples,khajuraho_temples_015_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q2,Where is this monument located?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q6,When was this monument constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_016,khajuraho_temples_016_2d64b4f8.jpg,Khajuraho Temples,khajuraho_temples_016_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q2,What is the location of this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q3,Which Indian state has this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q4,What architectural style does this represent?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q5,Who commissioned this structure?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q7,What material was used to build this?,Sandstone,material,1.0,automated_generation
khajuraho_temples_017,khajuraho_temples_017_9c51d705.jpg,Khajuraho Temples,khajuraho_temples_017_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q1,What is this monument?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q4,What is the style of this structure?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_018,khajuraho_temples_018_caccf051.jpg,Khajuraho Temples,khajuraho_temples_018_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q1,Which monument is this?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q2,Where is this monument located?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q4,What type of architecture is this?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q6,In which century was this constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_019,khajuraho_temples_019_db6eb09b.jpg,Khajuraho Temples,khajuraho_temples_019_q8,Which religion is this associated with?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q1,Name this monument.,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q2,Where can you find this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q4,What is the architectural style of this monument?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q5,Who was the patron of this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q6,When was this monument constructed?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q7,What is this monument made of?,Sandstone,material,1.0,automated_generation
khajuraho_temples_020,khajuraho_temples_020_a6903286.jpg,Khajuraho Temples,khajuraho_temples_020_q8,What is the religious significance?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q1,What is the name of this structure?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q2,Which city is this monument in?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q3,What state is this in?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q4,What type of architecture is this?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q5,Which ruler built this?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q6,When was this built?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_021,khajuraho_temples_021_80695f06.jpg,Khajuraho Temples,khajuraho_temples_021_q8,What is the religious context of this monument?,"Hindu, Jain",religion,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q1,What is this monument?,Khajuraho Temples,monument_identification,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q2,What is the location of this monument?,Khajuraho,location,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q3,In which state is this monument?,Madhya Pradesh,state,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q4,What is the style of this structure?,Nagara,architectural_style,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q5,Who built this monument?,Chandela dynasty,builder_patron,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q6,What is the time period of this monument?,10th-11th century,time_period,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q7,What is the construction material?,Sandstone,material,1.0,automated_generation
khajuraho_temples_022,khajuraho_temples_022_522509a7.jpg,Khajuraho Temples,khajuraho_temples_022_q8,What is the religious context of this monument?,"Hindu, Jain",religion,1.0,automated_generation
mahabalipuram_monuments_001,mahabalipuram_monuments_001_213b1862.jpg,Mahabalipuram Monuments,mahabalipuram_monuments_001_q1,What is the name of this structure?,Mahabalipuram Monuments,monument_identification,1.0,automated_generation
mahabalipuram_monuments_001,mahabalipuram_monuments_001_213b1862.jpg,Mahabalipuram Monuments,mahabalipuram_monuments_001_q2,What is the location of this monument?,Mahabalipuram,location,1.0,automated_generation
mahabalipuram_monuments_001,mahabalipuram_monuments_001_213b1862.jpg,Mahabalipuram Monuments,mahabalipuram_monuments_001_q3,Which Indian state has this monument?,Tamil Nadu,state,1.0,automated_generation
mahabalipuram_monuments_001,mahabalipuram_monuments_001_213b1862.jpg,Mahabalipuram Monuments,mahabalipuram_monuments_001_q4,What is the architectural style of this monument?,Dravidian,architectural_style,1.0,automated_generation
